scene,det_id,cx,cy,bbox,area,score,rf,cnn,hsv,depth,clip,hsv_frac,lap_var
19_jpg.rf.79H9zYqpvEHkBUmIsL4r.jpg,6,278,276,"(247, 223, 62, 106)",6572,0.478,0.0271,0.4814,1.0,1.0,0.4896,0.6887,1757.6261
19_jpg.rf.79H9zYqpvEHkBUmIsL4r.jpg,7,223,222,"(218, 216, 10, 13)",130,0.4692,0.0239,0.4595,1.0,1.0,0.503,0.9382,1346.7941
19_jpg.rf.79H9zYqpvEHkBUmIsL4r.jpg,8,240,128,"(208, 71, 65, 114)",7410,0.5743,0.3179,0.4658,1.0,1.0,0.509,0.6756,2034.7348
19_jpg.rf.Px3ba8IURgg8AapnTZIw.jpg,1,272,383,"(241, 328, 63, 111)",6993,0.5748,0.3037,0.4814,1.0,1.0,0.5169,0.5643,2080.4965
19_jpg.rf.Px3ba8IURgg8AapnTZIw.jpg,2,243,213,"(221, 184, 44, 59)",2596,0.5827,0.3037,0.504,1.0,1.0,0.4973,0.6396,1148.2497
19_jpg.rf.Px3ba8IURgg8AapnTZIw.jpg,3,113,79,"(99, 59, 28, 40)",1120,0.4652,0.1329,0.5182,1.0,0.373,0.4991,0.7014,373.0139
1_jpg.rf.y3SzQJA2JqfPYvGUTJvj.jpg,1,482,472,"(452, 432, 60, 80)",4800,0.486,0.1253,0.5245,1.0,0.5862,0.4998,0.4607,586.2244
1_jpg.rf.y3SzQJA2JqfPYvGUTJvj.jpg,2,487,414,"(463, 396, 49, 37)",1813,0.4503,0.027,0.5062,1.0,0.637,0.4891,0.4609,636.9582
1_jpg.rf.y3SzQJA2JqfPYvGUTJvj.jpg,3,35,292,"(18, 277, 34, 30)",1020,0.7496,0.8942,0.5357,0.7453,1.0,0.4881,0.1491,1853.1107
1_jpg.rf.y3SzQJA2JqfPYvGUTJvj.jpg,4,505,99,"(498, 91, 14, 17)",238,0.8181,0.9544,0.5258,1.0,1.0,0.5085,0.3483,1697.7809
1_jpg.rf.y3SzQJA2JqfPYvGUTJvj.jpg,5,390,2,"(382, 0, 17, 5)",85,0.8085,0.9532,0.4998,1.0,1.0,0.5103,0.6583,1817.1847
1_jpg.rf.y3SzQJA2JqfPYvGUTJvj.jpg,6,99,7,"(91, 0, 17, 15)",255,0.7842,0.9544,0.4858,1.0,0.8015,0.4942,0.3875,801.4779
1_jpg.rf.y3SzQJA2JqfPYvGUTJvj.jpg,7,70,10,"(60, 0, 20, 20)",400,0.8192,0.9544,0.5304,0.9976,1.0,0.4888,0.1995,1053.1852
1_psHOo97OjWfxX7CTem7-eg_jpg.rf.KEh5NkLvQzMlVZ4zseDe.jpg,1,393,506,"(387, 500, 13, 12)",156,0.6526,0.7387,0.483,1.0,0.2504,0.502,0.4511,250.4168
1bea407d4e72a3a8f333f88d154718a0_jpg.rf.FYNa5ahxOMokkCmJtvLr.jpg,1,300,442,"(295, 426, 11, 33)",363,0.5425,0.2978,0.532,1.0,0.5206,0.5241,0.2667,520.6267
1bea407d4e72a3a8f333f88d154718a0_jpg.rf.FYNa5ahxOMokkCmJtvLr.jpg,2,186,371,"(172, 355, 29, 33)",957,0.5141,0.2985,0.4904,0.9946,0.3905,0.5288,0.1989,390.498
1caf29808967ab5438fb27983fa8f347_jpg.rf.ZoRoIBXRZt9CLLzeoOGz.jpg,1,139,359,"(132, 349, 15, 21)",315,0.5887,0.5485,0.5401,1.0,0.0771,0.4962,0.3996,77.0509
1caf29808967ab5438fb27983fa8f347_jpg.rf.ZoRoIBXRZt9CLLzeoOGz.jpg,2,387,300,"(364, 289, 47, 22)",1034,0.5694,0.5313,0.4864,1.0,0.1316,0.51,0.5633,131.6033
1caf29808967ab5438fb27983fa8f347_jpg.rf.ZoRoIBXRZt9CLLzeoOGz.jpg,3,354,278,"(347, 274, 15, 9)",135,0.4751,0.2827,0.4834,1.0,0.0701,0.5019,0.716,70.1355
1caf29808967ab5438fb27983fa8f347_jpg.rf.ZoRoIBXRZt9CLLzeoOGz.jpg,4,383,276,"(370, 268, 27, 16)",432,0.4998,0.3127,0.4859,1.0,0.2033,0.4997,0.5156,203.3071
1caf29808967ab5438fb27983fa8f347_jpg.rf.ZoRoIBXRZt9CLLzeoOGz.jpg,5,134,273,"(123, 267, 23, 13)",299,0.4942,0.3127,0.4926,1.0,0.1232,0.5075,0.76,123.2195
1caf29808967ab5438fb27983fa8f347_jpg.rf.ZoRoIBXRZt9CLLzeoOGz.jpg,6,47,207,"(32, 194, 30, 27)",810,0.5146,0.3061,0.4913,1.0,0.3549,0.5004,0.6361,354.9162
1f766e58c42fc7527944a51c4c657abc_jpg.rf.caDyayk2CKLykZUejNM4.jpg,1,290,435,"(277, 428, 26, 15)",390,0.7089,0.9544,0.4761,0.5409,1.0,0.5252,0.1082,12032.8998
1f766e58c42fc7527944a51c4c657abc_jpg.rf.caDyayk2CKLykZUejNM4.jpg,2,259,361,"(211, 293, 97, 137)",13289,0.7279,0.7182,0.5043,1.0,1.0,0.5254,0.4059,2211.0242
1f766e58c42fc7527944a51c4c657abc_jpg.rf.caDyayk2CKLykZUejNM4.jpg,3,133,315,"(94, 245, 79, 141)",11139,0.5261,0.2964,0.5175,1.0,0.4121,0.5262,0.4575,412.12
1fbe294e8a11cd79a45a6cc80043ffa4_jpg.rf.zi8LFhglfkFs3iNFOMJK.jpg,1,281,330,"(275, 324, 12, 12)",144,0.5651,0.3037,0.4862,1.0,0.8859,0.5138,0.5069,885.8706
1fbe294e8a11cd79a45a6cc80043ffa4_jpg.rf.zi8LFhglfkFs3iNFOMJK.jpg,2,260,96,"(256, 89, 9, 15)",135,0.5812,0.3227,0.4807,1.0,1.0,0.499,0.7319,1184.8504
201022_SAFRAN_-83-_jpg.rf.cSYtNaHZbe6OHcLF4LE9.jpg,1,174,438,"(164, 412, 21, 52)",1092,0.7155,0.8911,0.5421,1.0,0.139,0.5144,0.2348,138.9876
20_jpg.rf.UEnOAK6x1dUjcbdSFbtN.jpg,1,144,121,"(136, 116, 16, 10)",160,0.6087,0.3876,0.4944,1.0,1.0,0.529,0.3036,5539.9281
20_jpg.rf.jeoFs2PYIEie1avgc4Ob.jpg,1,95,350,"(89, 340, 13, 20)",260,0.4775,0.0271,0.5014,1.0,0.9254,0.4928,0.6112,925.4047
20d74057c9104f1836819a9ca40fb910_jpg.rf.y0R5ym2zagcujPoLKrik.jpg,1,163,500,"(142, 489, 42, 23)",966,0.5718,0.3127,0.4807,1.0,0.9413,0.5298,0.3506,941.2782
20d74057c9104f1836819a9ca40fb910_jpg.rf.y0R5ym2zagcujPoLKrik.jpg,2,108,488,"(90, 484, 36, 9)",324,0.5459,0.2985,0.4819,1.0,0.7271,0.5177,0.2927,727.1262
20d74057c9104f1836819a9ca40fb910_jpg.rf.y0R5ym2zagcujPoLKrik.jpg,3,49,470,"(39, 464, 21, 12)",252,0.5162,0.2985,0.4742,1.0,0.4576,0.5217,0.2551,457.6141
20d74057c9104f1836819a9ca40fb910_jpg.rf.y0R5ym2zagcujPoLKrik.jpg,4,443,482,"(431, 458, 24, 48)",1152,0.6957,0.8989,0.5127,1.0,0.0165,0.511,0.9032,16.4648
20d74057c9104f1836819a9ca40fb910_jpg.rf.y0R5ym2zagcujPoLKrik.jpg,5,60,440,"(50, 437, 21, 7)",147,0.5582,0.2944,0.4989,1.0,0.8052,0.5268,0.2424,805.2184
20d74057c9104f1836819a9ca40fb910_jpg.rf.y0R5ym2zagcujPoLKrik.jpg,6,127,452,"(80, 427, 95, 51)",4845,0.5815,0.3804,0.4891,1.0,0.7711,0.5522,0.4922,771.1458
20d74057c9104f1836819a9ca40fb910_jpg.rf.y0R5ym2zagcujPoLKrik.jpg,7,258,432,"(249, 424, 19, 16)",304,0.486,0.2841,0.5114,1.0,0.0755,0.5091,0.9021,75.5049
20d74057c9104f1836819a9ca40fb910_jpg.rf.y0R5ym2zagcujPoLKrik.jpg,8,61,415,"(35, 404, 52, 23)",1196,0.5871,0.3804,0.501,1.0,0.7856,0.531,0.4098,785.5898
20d74057c9104f1836819a9ca40fb910_jpg.rf.y0R5ym2zagcujPoLKrik.jpg,9,211,372,"(179, 347, 64, 51)",3264,0.5213,0.3127,0.5142,1.0,0.3183,0.5368,0.755,318.3333
20d74057c9104f1836819a9ca40fb910_jpg.rf.y0R5ym2zagcujPoLKrik.jpg,10,94,313,"(81, 308, 27, 11)",297,0.6969,0.6641,0.4855,1.0,0.9457,0.5149,0.5474,945.7374
20d74057c9104f1836819a9ca40fb910_jpg.rf.y0R5ym2zagcujPoLKrik.jpg,11,427,203,"(415, 200, 24, 7)",168,0.4785,0.2912,0.4374,1.0,0.2349,0.5254,0.2558,234.8786
20d74057c9104f1836819a9ca40fb910_jpg.rf.y0R5ym2zagcujPoLKrik.jpg,12,413,158,"(401, 150, 24, 17)",408,0.5362,0.3037,0.4937,1.0,0.5714,0.517,0.2912,571.4159
20d74057c9104f1836819a9ca40fb910_jpg.rf.y0R5ym2zagcujPoLKrik.jpg,13,385,147,"(380, 142, 10, 10)",100,0.6876,0.9367,0.5006,0.8058,0.2338,0.5079,0.1612,233.7714
20d74057c9104f1836819a9ca40fb910_jpg.rf.y0R5ym2zagcujPoLKrik.jpg,14,403,88,"(390, 74, 27, 28)",756,0.5146,0.3186,0.4959,1.0,0.2951,0.5109,0.4237,295.0575
20d74057c9104f1836819a9ca40fb910_jpg.rf.y0R5ym2zagcujPoLKrik.jpg,15,301,70,"(296, 64, 10, 12)",120,0.5273,0.3037,0.5404,1.0,0.3185,0.5159,0.6136,318.453
20d74057c9104f1836819a9ca40fb910_jpg.rf.y0R5ym2zagcujPoLKrik.jpg,16,371,66,"(360, 46, 22, 40)",880,0.5444,0.3037,0.5005,1.0,0.6295,0.5299,0.4842,629.4973
20d74057c9104f1836819a9ca40fb910_jpg.rf.y0R5ym2zagcujPoLKrik.jpg,17,122,27,"(104, 14, 37, 26)",962,0.5707,0.3179,0.5062,1.0,0.8224,0.5287,0.3668,822.359
21_jpg.rf.dceZtkeKRKhSdrwQvRir.jpg,1,7,370,"(0, 360, 14, 21)",294,0.6456,0.553,0.5056,1.0,0.7512,0.502,0.5333,751.2061
21_jpg.rf.dceZtkeKRKhSdrwQvRir.jpg,2,385,414,"(323, 356, 124, 117)",14508,0.5335,0.311,0.4717,1.0,0.5957,0.4911,0.6902,595.7157
21_jpg.rf.dceZtkeKRKhSdrwQvRir.jpg,3,209,363,"(202, 353, 14, 20)",280,0.6749,0.5572,0.514,1.0,1.0,0.5095,0.2212,4838.363
21_jpg.rf.dceZtkeKRKhSdrwQvRir.jpg,4,80,294,"(76, 288, 8, 13)",104,0.6673,0.5549,0.4946,1.0,1.0,0.5036,0.338,2715.4815
21_jpg.rf.dceZtkeKRKhSdrwQvRir.jpg,5,15,317,"(0, 281, 31, 72)",2232,0.5757,0.5535,0.5086,1.0,0.039,0.5118,0.5885,39.0203
21_jpg.rf.dceZtkeKRKhSdrwQvRir.jpg,6,342,201,"(330, 196, 25, 11)",275,0.6695,0.5477,0.508,1.0,1.0,0.5077,0.3337,1910.7287
21_jpg.rf.dceZtkeKRKhSdrwQvRir.jpg,7,225,34,"(200, 12, 51, 44)",2244,0.669,0.5533,0.5009,1.0,1.0,0.505,0.4011,3189.1228
21_jpg.rf.o9pLKVsvRGAPNHCe5aE8.jpg,1,340,78,"(325, 62, 30, 33)",990,0.5654,0.3179,0.4707,1.0,0.8944,0.5092,0.7582,894.4013
21_jpg.rf.o9pLKVsvRGAPNHCe5aE8.jpg,2,280,38,"(274, 34, 13, 9)",117,0.5832,0.3179,0.4913,1.0,1.0,0.5031,0.4095,4371.3418
23_jpg.rf.FXUPtvsqPUHX22AkyW6w.jpg,1,229,205,"(212, 191, 34, 28)",952,0.4997,0.0271,0.5434,1.0,1.0,0.4924,0.55,1495.1367
23_jpg.rf.FXUPtvsqPUHX22AkyW6w.jpg,2,308,65,"(285, 23, 47, 84)",3948,0.5789,0.3179,0.479,1.0,1.0,0.5026,0.2142,2836.8233
23_jpg.rf.JFZUENibgP9mFXUwaYkT.jpg,1,204,446,"(179, 401, 50, 91)",4550,0.5803,0.3179,0.4829,1.0,1.0,0.5162,0.2042,2395.9223
23_jpg.rf.JFZUENibgP9mFXUwaYkT.jpg,2,285,307,"(262, 294, 46, 27)",1242,0.4711,0.0219,0.5262,1.0,0.7923,0.4952,0.6154,792.3295
23_jpg.rf.JFZUENibgP9mFXUwaYkT.jpg,3,331,274,"(322, 267, 18, 15)",270,0.58,0.3037,0.4964,1.0,1.0,0.4995,0.7988,1374.6741
23_jpg.rf.JFZUENibgP9mFXUwaYkT.jpg,4,347,183,"(340, 176, 14, 14)",196,0.5714,0.3037,0.4718,1.0,1.0,0.4917,0.426,2383.8173
23_jpg.rf.ZuT6Nf4fJcvi01kXlBI5.jpg,1,205,444,"(181, 403, 48, 82)",3936,0.5766,0.3037,0.4865,1.0,1.0,0.5089,0.2051,2643.8909
23_jpg.rf.ZuT6Nf4fJcvi01kXlBI5.jpg,2,289,303,"(275, 295, 29, 17)",493,0.4901,0.0271,0.5161,1.0,1.0,0.4963,0.4786,1190.2576
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.BZFrpfcD2HrsGH80U1vD.jpg,1,487,478,"(479, 469, 16, 18)",288,0.6476,0.6779,0.4969,1.0,0.3638,0.5146,0.831,363.8162
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.BZFrpfcD2HrsGH80U1vD.jpg,2,36,472,"(29, 469, 15, 7)",105,0.574,0.3929,0.4883,1.0,0.6565,0.5069,0.3879,656.5388
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.BZFrpfcD2HrsGH80U1vD.jpg,3,439,480,"(431, 468, 16, 24)",384,0.6631,0.6779,0.4744,1.0,0.598,0.5035,0.7817,597.9765
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.BZFrpfcD2HrsGH80U1vD.jpg,4,509,455,"(506, 446, 6, 19)",114,0.7361,0.7319,0.514,1.0,1.0,0.5015,0.8656,1247.1995
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.BZFrpfcD2HrsGH80U1vD.jpg,5,422,448,"(414, 440, 17, 17)",289,0.6368,0.5539,0.4834,1.0,0.7372,0.5025,0.6992,737.2036
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.BZFrpfcD2HrsGH80U1vD.jpg,6,105,432,"(97, 422, 17, 21)",357,0.6323,0.548,0.4725,1.0,0.7515,0.4989,0.7962,751.4709
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.BZFrpfcD2HrsGH80U1vD.jpg,7,441,411,"(434, 401, 15, 20)",300,0.6888,0.6749,0.4949,1.0,0.7936,0.5105,0.8299,793.6088
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.BZFrpfcD2HrsGH80U1vD.jpg,8,52,388,"(38, 352, 29, 73)",2117,0.5348,0.3179,0.4922,1.0,0.5125,0.5184,0.4956,512.4956
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.BZFrpfcD2HrsGH80U1vD.jpg,9,162,351,"(158, 341, 9, 20)",180,0.5259,0.3037,0.4923,1.0,0.4732,0.5079,0.314,473.2235
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.BZFrpfcD2HrsGH80U1vD.jpg,10,128,348,"(110, 330, 36, 36)",1296,0.5354,0.3037,0.4666,1.0,0.6586,0.5153,0.3177,658.6266
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.BZFrpfcD2HrsGH80U1vD.jpg,11,484,270,"(457, 252, 55, 37)",2035,0.5016,0.3602,0.4909,1.0,0.0372,0.5136,0.7076,37.2461
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.O4TmtGDEs2UrFISSt0gO.jpg,1,487,478,"(479, 469, 16, 18)",288,0.6476,0.6779,0.4969,1.0,0.3638,0.5146,0.831,363.8162
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.O4TmtGDEs2UrFISSt0gO.jpg,2,36,472,"(29, 469, 15, 7)",105,0.574,0.3929,0.4883,1.0,0.6565,0.5069,0.3879,656.5388
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.O4TmtGDEs2UrFISSt0gO.jpg,3,439,480,"(431, 468, 16, 24)",384,0.6631,0.6779,0.4744,1.0,0.598,0.5035,0.7817,597.9765
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.O4TmtGDEs2UrFISSt0gO.jpg,4,509,455,"(506, 446, 6, 19)",114,0.7364,0.7319,0.5148,1.0,1.0,0.5014,0.8656,1250.272
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.O4TmtGDEs2UrFISSt0gO.jpg,5,422,448,"(414, 440, 17, 17)",289,0.6368,0.5539,0.4834,1.0,0.7372,0.5025,0.6992,737.2036
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.O4TmtGDEs2UrFISSt0gO.jpg,6,105,432,"(97, 422, 17, 21)",357,0.6323,0.548,0.4725,1.0,0.7515,0.4989,0.7962,751.4709
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.O4TmtGDEs2UrFISSt0gO.jpg,7,441,411,"(434, 401, 15, 20)",300,0.6888,0.6749,0.4949,1.0,0.7936,0.5105,0.8299,793.6088
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.O4TmtGDEs2UrFISSt0gO.jpg,8,52,388,"(38, 351, 29, 74)",2146,0.5344,0.3179,0.4917,1.0,0.5104,0.5165,0.5011,510.4463
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.O4TmtGDEs2UrFISSt0gO.jpg,9,23,357,"(19, 351, 8, 13)",104,0.508,0.3037,0.498,0.92,0.4337,0.5057,0.184,433.6904
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.O4TmtGDEs2UrFISSt0gO.jpg,10,162,350,"(158, 340, 9, 21)",189,0.5287,0.3113,0.4949,1.0,0.4653,0.5087,0.3478,465.3306
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.O4TmtGDEs2UrFISSt0gO.jpg,11,128,348,"(110, 330, 36, 36)",1296,0.5358,0.3037,0.4675,1.0,0.6583,0.5152,0.3142,658.3345
240_F_103197649_5OFYo0Ir2HmOmCFUIpGXtuvpbe7dcNvX_jpg.rf.O4TmtGDEs2UrFISSt0gO.jpg,12,484,270,"(457, 252, 55, 37)",2035,0.5015,0.3602,0.4905,1.0,0.0372,0.5135,0.7069,37.202
240_F_111136930_IhhTfdqJ2zCMAkljkFJTytOwwKe972sG_jpg.rf.0oBxACUqdaidGtzsncRM.jpg,1,110,443,"(76, 420, 68, 47)",3196,0.6816,0.9512,0.5233,0.7987,0.0582,0.5105,0.1597,58.1981
240_F_111136930_IhhTfdqJ2zCMAkljkFJTytOwwKe972sG_jpg.rf.0oBxACUqdaidGtzsncRM.jpg,2,314,233,"(310, 225, 9, 16)",144,0.5344,0.3179,0.5165,1.0,0.4241,0.4921,0.3163,424.0984
240_F_111136930_IhhTfdqJ2zCMAkljkFJTytOwwKe972sG_jpg.rf.0oBxACUqdaidGtzsncRM.jpg,3,347,232,"(332, 213, 31, 38)",1178,0.5141,0.3179,0.4955,1.0,0.294,0.5129,0.6414,294.0181
240_F_111136930_IhhTfdqJ2zCMAkljkFJTytOwwKe972sG_jpg.rf.0oBxACUqdaidGtzsncRM.jpg,4,110,207,"(106, 201, 9, 12)",108,0.6092,0.9476,0.5039,0.3869,0.2378,0.5047,0.0774,237.7635
240_F_111136930_IhhTfdqJ2zCMAkljkFJTytOwwKe972sG_jpg.rf.0oBxACUqdaidGtzsncRM.jpg,5,372,181,"(365, 175, 14, 13)",182,0.5246,0.3179,0.4968,1.0,0.3947,0.5075,0.4492,394.6868
240_F_111136930_IhhTfdqJ2zCMAkljkFJTytOwwKe972sG_jpg.rf.0oBxACUqdaidGtzsncRM.jpg,6,130,111,"(123, 102, 14, 19)",266,0.6671,0.9512,0.4977,0.7134,0.1728,0.4953,0.1427,172.7877
240_F_111136930_IhhTfdqJ2zCMAkljkFJTytOwwKe972sG_jpg.rf.0oBxACUqdaidGtzsncRM.jpg,7,265,77,"(261, 68, 8, 19)",152,0.4565,0.0271,0.4919,1.0,0.7479,0.481,0.35,747.8747
240_F_111136930_IhhTfdqJ2zCMAkljkFJTytOwwKe972sG_jpg.rf.0oBxACUqdaidGtzsncRM.jpg,8,167,46,"(163, 38, 9, 16)",144,0.7176,0.9627,0.5033,1.0,0.0449,0.5015,0.5068,44.9078
240_F_111136930_IhhTfdqJ2zCMAkljkFJTytOwwKe972sG_jpg.rf.0oBxACUqdaidGtzsncRM.jpg,9,333,7,"(328, 0, 10, 15)",150,0.581,0.9476,0.4945,0.2814,0.2001,0.5072,0.0563,200.1069
240_F_125522423_KAdkMggkHpmqkw2j5DWcRJfGFoUiYmri_jpg.rf.SjCXadch3WjLM64gyH3f.jpg,1,146,382,"(142, 376, 8, 13)",104,0.703,0.9082,0.5054,1.0,0.0821,0.5011,0.728,82.0653
240_F_125522423_KAdkMggkHpmqkw2j5DWcRJfGFoUiYmri_jpg.rf.SjCXadch3WjLM64gyH3f.jpg,2,268,359,"(258, 351, 21, 17)",357,0.5517,0.3868,0.516,1.0,0.3567,0.4988,0.6332,356.6959
240_F_125522423_KAdkMggkHpmqkw2j5DWcRJfGFoUiYmri_jpg.rf.SjCXadch3WjLM64gyH3f.jpg,3,139,333,"(128, 321, 23, 25)",575,0.5191,0.3916,0.5106,1.0,0.0333,0.4955,0.539,33.316
240_F_125522423_KAdkMggkHpmqkw2j5DWcRJfGFoUiYmri_jpg.rf.SjCXadch3WjLM64gyH3f.jpg,4,198,321,"(192, 312, 12, 18)",216,0.5868,0.3179,0.5015,1.0,1.0,0.5006,0.3972,1121.6656
240_F_125522423_KAdkMggkHpmqkw2j5DWcRJfGFoUiYmri_jpg.rf.SjCXadch3WjLM64gyH3f.jpg,5,390,308,"(379, 296, 23, 25)",575,0.6627,0.7534,0.5415,1.0,0.0948,0.5136,0.7792,94.7951
240_F_125522423_KAdkMggkHpmqkw2j5DWcRJfGFoUiYmri_jpg.rf.SjCXadch3WjLM64gyH3f.jpg,6,461,239,"(458, 232, 7, 15)",105,0.5411,0.3037,0.4862,1.0,0.6465,0.4933,0.4016,646.467
240_F_125522423_KAdkMggkHpmqkw2j5DWcRJfGFoUiYmri_jpg.rf.aimbuV135f5aQxEhNoHi.jpg,1,146,382,"(142, 376, 8, 13)",104,0.703,0.9082,0.5054,1.0,0.0821,0.5011,0.728,82.0653
240_F_125522423_KAdkMggkHpmqkw2j5DWcRJfGFoUiYmri_jpg.rf.aimbuV135f5aQxEhNoHi.jpg,2,268,359,"(258, 351, 21, 17)",357,0.5517,0.3868,0.516,1.0,0.3567,0.4988,0.6332,356.6959
240_F_125522423_KAdkMggkHpmqkw2j5DWcRJfGFoUiYmri_jpg.rf.aimbuV135f5aQxEhNoHi.jpg,3,139,333,"(128, 321, 23, 25)",575,0.5191,0.3916,0.5106,1.0,0.0333,0.4955,0.539,33.316
240_F_125522423_KAdkMggkHpmqkw2j5DWcRJfGFoUiYmri_jpg.rf.aimbuV135f5aQxEhNoHi.jpg,4,198,321,"(192, 312, 12, 18)",216,0.5868,0.3179,0.5015,1.0,1.0,0.5006,0.3972,1121.6656
240_F_125522423_KAdkMggkHpmqkw2j5DWcRJfGFoUiYmri_jpg.rf.aimbuV135f5aQxEhNoHi.jpg,5,390,308,"(379, 296, 23, 25)",575,0.6626,0.7534,0.5412,1.0,0.0948,0.5137,0.7784,94.7767
240_F_125522423_KAdkMggkHpmqkw2j5DWcRJfGFoUiYmri_jpg.rf.aimbuV135f5aQxEhNoHi.jpg,6,461,239,"(458, 232, 7, 15)",105,0.5411,0.3037,0.4862,1.0,0.6465,0.4933,0.4016,646.467
240_F_125540193_PoV2GMUYmJfmL5OV6JGqg4uRE9fwZYUo_jpg.rf.DbjHcv1wirQEhk8vlZfb.jpg,1,8,509,"(0, 506, 17, 6)",102,0.7198,0.9511,0.5295,1.0,0.0156,0.4994,1.0,15.5945
240_F_125540193_PoV2GMUYmJfmL5OV6JGqg4uRE9fwZYUo_jpg.rf.DbjHcv1wirQEhk8vlZfb.jpg,2,50,507,"(46, 502, 9, 10)",90,0.7031,0.8765,0.5121,1.0,0.1703,0.4954,0.7768,170.3175
240_F_125540193_PoV2GMUYmJfmL5OV6JGqg4uRE9fwZYUo_jpg.rf.DbjHcv1wirQEhk8vlZfb.jpg,3,99,505,"(88, 499, 22, 13)",286,0.7198,0.9538,0.5249,1.0,0.0222,0.4996,0.7941,22.1778
240_F_125540193_PoV2GMUYmJfmL5OV6JGqg4uRE9fwZYUo_jpg.rf.DbjHcv1wirQEhk8vlZfb.jpg,4,466,497,"(458, 488, 17, 19)",323,0.7079,0.9499,0.4976,1.0,0.0125,0.5051,1.0,12.5169
240_F_125540193_PoV2GMUYmJfmL5OV6JGqg4uRE9fwZYUo_jpg.rf.DbjHcv1wirQEhk8vlZfb.jpg,5,416,491,"(398, 470, 37, 42)",1554,0.726,0.955,0.5451,1.0,0.0099,0.51,0.9324,9.905
240_F_125540193_PoV2GMUYmJfmL5OV6JGqg4uRE9fwZYUo_jpg.rf.DbjHcv1wirQEhk8vlZfb.jpg,6,122,476,"(111, 469, 23, 14)",322,0.7243,0.9499,0.5455,1.0,0.0089,0.4969,0.6769,8.9244
240_F_125540193_PoV2GMUYmJfmL5OV6JGqg4uRE9fwZYUo_jpg.rf.DbjHcv1wirQEhk8vlZfb.jpg,7,502,481,"(493, 465, 19, 33)",627,0.7085,0.9499,0.5014,1.0,0.0054,0.4983,1.0,5.3923
240_F_125540193_PoV2GMUYmJfmL5OV6JGqg4uRE9fwZYUo_jpg.rf.DbjHcv1wirQEhk8vlZfb.jpg,8,112,416,"(100, 406, 25, 20)",500,0.7149,0.9538,0.5136,1.0,0.0126,0.5041,0.402,12.572
240_F_125540193_PoV2GMUYmJfmL5OV6JGqg4uRE9fwZYUo_jpg.rf.DbjHcv1wirQEhk8vlZfb.jpg,9,143,400,"(137, 388, 13, 24)",312,0.7163,0.9684,0.5022,1.0,0.016,0.5012,0.3789,15.9703
240_F_125540193_PoV2GMUYmJfmL5OV6JGqg4uRE9fwZYUo_jpg.rf.DbjHcv1wirQEhk8vlZfb.jpg,10,41,386,"(26, 378, 30, 17)",510,0.7111,0.9499,0.507,1.0,0.012,0.5063,0.6716,11.9584
240_F_125540193_PoV2GMUYmJfmL5OV6JGqg4uRE9fwZYUo_jpg.rf.DbjHcv1wirQEhk8vlZfb.jpg,11,88,381,"(72, 358, 33, 47)",1551,0.7143,0.9512,0.5155,1.0,0.0097,0.503,0.5454,9.7365
240_F_125540193_PoV2GMUYmJfmL5OV6JGqg4uRE9fwZYUo_jpg.rf.DbjHcv1wirQEhk8vlZfb.jpg,12,39,337,"(0, 322, 78, 31)",2418,0.7201,0.9443,0.5389,1.0,0.01,0.5038,0.5894,10.0417
